"node_id","degree_centrality","betweenness_centrality","closeness_centrality","eigenvector_centrality","node_degree","cluster"
1517,0.0338818973862536,4.6498795105744e-05,0.364245416078984,0.0171164469886388,35,1
1135,0.0648596321393998,0.00175913221532772,0.400853705859527,0.0340563796250411,67,2
1619,0.109390125847047,0.000641738182421303,0.390843738176315,0.0568661148818218,113,2
1768,0.20135527589545,0.00722035076083397,0.432036804684233,0.0945796429315492,208,2
1447,0.13649564375605,0.0022057567265248,0.401165048543689,0.0670750559674372,141,2
1800,0.23620522749274,0.00874815059347469,0.444683598794662,0.112373145705124,244,2
1717,0.133591481122943,0.00138141190329163,0.405098039215686,0.0709382509286441,138,2
993,0.14811229428848,0.00262372698006969,0.417711281843914,0.0781107252949576,153,2
1456,0.126815101645692,0.000897961305878785,0.394124380007631,0.0660892618565791,131,2
1390,0.185866408518877,0.00298025774210558,0.425453047775947,0.0950266344793555,192,2
1643,0.095837366892546,0.00025566966167773,0.39277566539924,0.0553644437579345,99,2
1265,0.0290416263310745,9.6420922472496e-05,0.356206896551724,0.0113163984663693,30,1
1891,0.0677637947725073,0.000345039158989929,0.373598553345389,0.036826393718064,70,2
921,0.101645692158761,0.00481125082120299,0.404939239513916,0.0533998009134583,105,2
1126,0.190706679574056,0.00641424099758738,0.420945395273024,0.0975391275834109,197,2
1811,0.0600193610842207,0.000224862990771701,0.363732394366197,0.031275417520791,62,1
1460,0.0435624394966118,0.000798220778708833,0.355961405926947,0.0170126422463808,45,1
1753,0.0784123910939013,0.000383111665597116,0.390843738176315,0.0435355218238131,81,2
1617,0.112294288480155,0.000688263866935365,0.394726786396637,0.0610056068601745,116,2
1149,0.0977734753146176,0.000620934830057531,0.392477203647416,0.0546176133101282,101,2
1076,0.13649564375605,0.0020596772298851,0.403831118060985,0.0746951341075247,141,2
1554,0.153920619554695,0.00163886601059898,0.405256963515104,0.0808503274637976,159,2
906,0.074540174249758,0.000309810923645335,0.375909752547307,0.0373626658725866,77,2
1255,0.119070667957406,0.00116504102027334,0.401165048543689,0.0636790006604144,123,2
1669,0.131655372700871,0.000607487464684573,0.399304213374565,0.0706943110358949,136,2
925,0.160696999031946,0.00226418030355267,0.409920634920635,0.0788510420768238,166,2
1839,0.158760890609874,0.00174236433963326,0.39442535318824,0.0830844688748554,164,2
980,0.122942884801549,0.00202192526380392,0.40414710485133,0.0632077037496805,127,2
1799,0.146176185866409,0.000915907729930122,0.402101985208252,0.0788719371950412,151,2
1570,0.119070667957406,0.00135934210902857,0.402729044834308,0.0580804667532923,123,2
1146,0.141335914811229,0.00403583723460586,0.413696435722867,0.0735376643040436,146,2
1835,0.175217812197483,0.00645553138554028,0.422322158626329,0.0861620513014732,181,2
1335,0.122942884801549,0.000774797188133557,0.395179801071155,0.0708890174312002,127,2
1352,0.225556631171346,0.00740270426223636,0.436048965808358,0.108546118169593,233,2
1535,0.0609874152952565,0.000317219300980042,0.369324276010011,0.0289575174614956,63,2
1407,0.0348499515972895,0.00045884448015114,0.367223604692499,0.0144706517431782,36,1
1789,0.0987415295256534,0.000321006988806181,0.385016772269847,0.0538712127221937,102,2
1547,0.117134559535334,0.000289633283049871,0.389517345399698,0.0661942848985887,121,2
1877,0.0609874152952565,0.000206700746332956,0.382734346054094,0.0319619032048988,63,2
1598,0.130687318489835,0.00616482017172313,0.415526950925181,0.0669289389728776,135,2
1480,0.0890609874152953,0.00458381171084428,0.391881638846737,0.039998494644483,92,2
1538,0.0687318489835431,0.000297064388295097,0.366832386363636,0.0364545238262005,71,2
1339,0.095837366892546,0.00487598982938127,0.395633856759862,0.052916652545233,99,2
1712,0.100677637947725,0.000310217985330651,0.373733719247467,0.0546725760980662,104,2
1185,0.150048402710552,0.000716582672793609,0.40541601255887,0.0823261649660957,155,2
1796,0.0677637947725073,6.52887245059557e-05,0.348986486486487,0.038587752326143,70,1
1198,0.0793804453049371,0.000113380368505151,0.383018168335187,0.0478133285471804,82,2
966,0.110358180058083,0.000290627265101209,0.386601796407186,0.061542015681241,114,2
1879,0.144240077444337,0.000586138350193499,0.398380254531431,0.0802743832451007,149,2
1184,0.151984511132623,0.0017983769465837,0.412210694333599,0.0805930310129604,157,2
1207,0.0687318489835431,0.000510445033684855,0.383018168335187,0.0358160821668602,71,2
1024,0.0813165537270087,0.00182651318866732,0.381462333825702,0.0425738410201052,84,2
1367,0.15972894482091,0.00212822279207204,0.411881977671451,0.0826037921351526,165,2
1737,0.0755082284607938,0.000119262772234018,0.375636363636364,0.0428563032958909,78,2
1463,0.00871248789932236,4.86994492330638e-05,0.354495538778312,0.00509756340546186,9,1
1250,0.131655372700871,0.000975714529567645,0.403989049667579,0.0689164493027209,136,2
1632,0.0755082284607938,0.000318568416069256,0.379221732745962,0.0423232544560354,78,2
1242,0.0890609874152953,0.000343545086266292,0.38544776119403,0.0475416218649181,92,2
1153,0.133591481122943,0.000658407661816301,0.398687765341567,0.0702171732619465,138,2
1175,0.126815101645692,0.00140560293367653,0.404305283757339,0.0617777594937103,131,2
1652,0.0774443368828654,0.000242990413409155,0.381744271988174,0.0407043745402116,80,2
1653,0.0706679574056147,8.67123976431457e-05,0.365405022992572,0.0390925785877808,73,2
1819,0.0842207163601162,0.000663827391747601,0.389664277631083,0.0433707082119068,87,2
1004,0.115198451113262,0.00085728525890348,0.391287878787879,0.063408635768062,119,2
1827,0.193610842207164,0.00557582054185536,0.424404272801972,0.094697622269257,200,2
1006,0.13649564375605,0.00171641999283298,0.396697388632873,0.0707547090725933,141,2
1344,0.0871248789932236,0.000456527062024558,0.386746536877574,0.0447937535857197,90,2
1132,0.13649564375605,0.000651179169796873,0.390253116735927,0.0736455325519042,141,2
1556,0.0232333010648596,9.63039804168391e-05,0.355593803786575,0.0126463073275176,24,1
1416,0.10648596321394,0.000560464568589217,0.3982266769468,0.0580079487350909,110,2
1491,0.120038722168441,0.00071204484254157,0.387617260787992,0.0685716626107892,124,2
1376,0.175217812197483,0.00185576913296413,0.41569416498994,0.0894230733863985,181,2
1584,0.203291384317522,0.0502522172885371,0.464269662921348,0.0979661953408349,210,2
1572,0.0406582768635044,2.9948388620931e-05,0.347928595486696,0.0189917015009011,42,1
1557,0.145208131655373,0.00138915617880716,0.412539936102236,0.0734906644361013,150,2
1600,0.112294288480155,0.000905160939287347,0.40621313409359,0.0574650859439955,116,2
1101,0.11810261374637,0.000954571951139153,0.39397406559878,0.0641382902747708,122,2
1668,0.117134559535334,0.000635219716576089,0.393224210125619,0.0651841800481643,121,2
1112,0.0513068731848984,0.000131116749673123,0.3695885509839,0.0255604696527828,53,1
1380,0.0813165537270087,0.0001276081870405,0.365922777187389,0.0455734897593017,84,2
1810,0.0977734753146176,0.000399334231707739,0.386023916292975,0.054144716157392,101,2
1867,0.11810261374637,0.0015944182501119,0.410572337042925,0.06079658420948,122,2
1340,0.0600193610842207,5.86656483357555e-05,0.354617233093031,0.0309847672213619,62,1
1180,0.042594385285576,0.00016106376209989,0.373328514636791,0.0232937953238502,44,1
1750,0.121006776379477,0.00218545700120139,0.410572337042925,0.0666809596927269,125,2
1746,0.194578896418199,0.00886843555468986,0.436417405999155,0.0996620482661065,201,2
1689,0.119070667957406,0.000474306955711161,0.39277566539924,0.0641736945973976,123,2
1341,0.11810261374637,0.000628032457352906,0.393523809523809,0.0661135419086136,122,2
1516,0.152952565343659,0.000739631295756719,0.404622013317666,0.0867789349998708,158,2
1209,0.0726040658276864,0.000222179555814956,0.373598553345389,0.0365323347143531,75,2
1612,0.18296224588577,0.00154719909324302,0.408300395256917,0.0929890014204175,189,2
1375,0.0706679574056147,0.000221427877168461,0.380899705014749,0.036653605857931,73,2
960,0.0987415295256534,0.00176866069354419,0.387617260787992,0.0504030838927957,102,2
1539,0.0755082284607938,0.000248280248732665,0.393224210125619,0.0431454735816051,78,2
1003,0.0909970958373669,0.0021468099390986,0.391287878787879,0.0450686787659864,94,2
1291,0.108422071636012,0.000492118326288669,0.396240889911776,0.0629453429741693,112,2
1683,0.11810261374637,0.00537030189479537,0.409270998415214,0.0616466315634552,122,2
1532,0.0367860600193611,2.51318123158768e-05,0.341487603305785,0.0196834169246165,38,1
1833,0.183930300096805,0.00235454838659798,0.419066937119675,0.0973207793863103,190,2
1125,0.112294288480155,0.000440863869303717,0.388638073739654,0.0620051334149915,116,2
1864,0.102613746369797,0.000882628332273039,0.393673780487805,0.0512604862727412,106,2
1420,0.142303969022265,0.00654774188749576,0.416364369205965,0.0730660646029308,147,2
1211,0.166505324298161,0.00256938328264423,0.410735586481113,0.0882473745448965,172,2
1017,0.143272023233301,0.00378016490340714,0.396088957055215,0.0761835524308073,148,2
1293,0.0454985479186834,2.48810048674028e-05,0.347811447811448,0.0277511212031495,47,1
1886,0.100677637947725,0.00225865112476642,0.395482388973966,0.0553761235305449,104,2
1754,0.0542110358180058,0.000327836355497142,0.380899705014749,0.0254142201921664,56,2
1039,0.0251694094869313,6.52447792771137e-06,0.319715258433921,0.0120115277884599,26,1
1608,0.112294288480155,0.000812434345851309,0.40007745933385,0.0615911728044706,116,2
1388,0.0803484995159729,0.000147951730698397,0.356452726017943,0.0399339724814643,83,2
1597,0.107454017424976,0.00105959107539594,0.39158453373768,0.0597372263677823,111,2
1735,0.104549854791868,0.000550678417895025,0.395028680688337,0.0586458902137554,108,2
1772,0.0580832526621491,0.000253483374555061,0.349576988155668,0.03096721553746,60,1
1761,0.116166505324298,0.0111101985805696,0.413034786085566,0.0597892034265218,120,2
1219,0.0513068731848984,0.000256563709147345,0.349576988155668,0.0283468431115844,53,1
1399,0.17134559535334,0.00452430460548946,0.418049372723594,0.0908761235786513,177,2
1285,0.0522749273959342,0.000137010466152864,0.357563170647283,0.0261331404694922,54,1
1823,0.121974830590513,0.000851851268161282,0.400853705859527,0.0699007130021063,126,2
916,0.141335914811229,0.00254515913760534,0.400387596899225,0.0729990007638035,146,2
1845,0.0968054211035818,0.00177725000443992,0.387181409295352,0.0440611719334962,100,2
1721,0.110358180058083,0.000490389699566018,0.392626377803117,0.0627707966263411,114,2
1074,0.0600193610842207,0.002036161708714,0.372789606640202,0.026924083555491,62,2
1130,0.0629235237173282,0.000450725849952691,0.37866568914956,0.0329246605568735,65,2
1302,0.102613746369797,0.000366930155158433,0.392477203647416,0.0614998598070356,106,2
1288,0.0880929332042594,0.000288013235369655,0.371850251979842,0.0467699980252287,91,2
1079,0.11810261374637,0.0004535696972024,0.397307692307692,0.066693309763551,122,2
946,0.15972894482091,0.00275789604776433,0.411553784860558,0.0821592111265797,165,2
1457,0.0590513068731849,0.000193862197221141,0.374275362318841,0.0335191224411545,61,2
1267,0.115198451113262,0.000313278629966705,0.39442535318824,0.0669978810939174,119,2
1181,0.085188770571152,0.000116072517429821,0.367354196301565,0.0499681898578455,88,2
1402,0.0706679574056147,0.000160126091941889,0.371315600287563,0.0387718293365758,73,2
1542,0.0522749273959342,0.000156076970692086,0.35510484702647,0.0279284332040476,54,1
1437,0.05324298160697,0.00236511443098343,0.37078248384781,0.0239891686856913,55,1
1068,0.0464666021297193,0.000931839775801485,0.37852693294247,0.0221990908674363,48,1
1603,0.139399806389158,0.000702797632520314,0.405256963515104,0.0788308909103696,144,2
1351,0.063891577928364,0.000146981695984959,0.372520735665344,0.0392120157126478,66,2
999,0.0735721200387222,0.000205620371236312,0.37051649928264,0.043490846930459,76,2
1816,0.125847047434656,0.000384886389521298,0.383444691907944,0.069639956060664,130,2
1467,0.119070667957406,0.0139633721677654,0.409920634920635,0.0620968440513296,123,2
1393,0.0503388189738625,0.00334271844582512,0.3870363431997,0.0220621076401343,52,2
934,0.0784123910939013,0.00167827607513974,0.398841698841699,0.0489545699794498,81,2
1522,0.150048402710552,0.00210934682753513,0.415861513687601,0.0789920454359504,155,2
1623,0.095837366892546,0.000289471353540786,0.360684357541899,0.0542590457921975,99,2
1700,0.0154888673765731,0.000141286560825889,0.328040647824706,0.00740052113906152,16,1
1757,0.125847047434656,0.000745268261811354,0.40007745933385,0.0694434324836476,130,2
1752,0.110358180058083,0.000701925752837646,0.381040206565843,0.0605072772572481,114,2
1449,0.0861568247821878,0.00146331277335919,0.387762762762763,0.0442379099178234,89,2
952,0.0803484995159729,0.000104444713385314,0.38544776119403,0.0501221303508612,83,2
1123,0.0677637947725073,0.00119896650572688,0.375090777051561,0.0293219335219325,70,2
1054,0.0513068731848984,0.00110199586510708,0.38790837401427,0.0232089459975538,53,2
983,0.0590513068731849,0.000157817965220473,0.360558464223386,0.0294667624200853,61,1
1269,0.121006776379477,0.000620763841517752,0.397613548883757,0.0656517848130312,125,2
1485,0.0445304937076476,9.94643854745786e-05,0.34137475214805,0.020269307384848,46,1
1196,0.0242013552758954,0.000694617756613883,0.327105763141229,0.00943493661009838,25,1
1863,0.0464666021297193,0.00148740010686043,0.348986486486487,0.0144627523657157,48,1
1026,0.0764762826718296,0.00109208878545334,0.385591638671146,0.0395450591220088,79,2
1305,0.0997095837366893,0.00204428150596184,0.384014869888476,0.0497225265781295,103,2
1851,0.0396902226524685,0.00160141430370071,0.354009595613434,0.0150203943996161,41,1
1528,0.0667957405614714,0.0021542807236855,0.38544776119403,0.029929293473769,69,2
1846,0.0358180058083253,0.000606964335254344,0.350288233299424,0.0111886187880461,37,1
927,0.0716360116166505,0.00928661445252229,0.404463586530932,0.0353953601920549,74,2
1765,0.0629235237173282,0.00112476911379433,0.383587077608615,0.028100411838683,65,2
1398,0.0416263310745402,6.98543741234098e-05,0.340586877678866,0.0200345347999977,43,1
1195,0.0464666021297193,0.00013974803706664,0.355471438403304,0.0234873406817404,48,1
1312,0.0764762826718296,0.00139499496611679,0.393074581430746,0.038555407151691,79,2
1110,0.0667957405614714,0.00857748589089364,0.407495069033531,0.026234081651852,69,2
1272,0.0803484995159729,0.00109943940234887,0.383872166480862,0.0418425284548721,83,2
1484,0.0203291384317522,4.6331314590486e-05,0.328249126151891,0.00988702152125901,21,1
1644,0.0658276863504356,0.000442099384909401,0.365663716814159,0.0304083104794355,68,2
967,0.102613746369797,0.00140527360075087,0.394576012223071,0.0487769616976287,106,2
1724,0.0561471442400774,0.000829542235230966,0.380338733431517,0.0245333089537322,58,2
1334,0.095837366892546,0.0188945849561435,0.441076003415884,0.0419510892659215,99,2
1329,0.130687318489835,0.00141928139234976,0.412704754294846,0.0645391547347539,135,2
1540,0.0658276863504356,0.0151504107209924,0.408946951702296,0.0222698653102077,68,2
1513,0.0493707647628267,0.00087585209515577,0.37238644556597,0.0183976873212187,51,1
1639,0.074540174249758,0.00114967294267394,0.384729981378026,0.0361705413968787,77,2
1405,0.0290416263310745,0.00137851030580314,0.343646041250832,0.00995062672290075,30,1
1614,0.0677637947725073,0.000275634913047839,0.373193641618497,0.0354114026211909,70,2
1782,0.063891577928364,0.0004129406370804,0.375090777051561,0.0319235679548144,66,2
1075,0.0764762826718296,0.00223770148238687,0.389223813112283,0.0341918571612329,79,2
1774,0.0377541142303969,0.000885224628290048,0.344563042028019,0.0148750554093428,39,1
1048,0.101645692158761,0.00227086510482518,0.398380254531431,0.0494913868367086,105,2
947,0.110358180058083,0.00517771665133788,0.40007745933385,0.0625223349683589,114,2
1278,0.0338818973862536,0.00238822129911195,0.367746529013884,0.0150219431361165,35,1
1523,0.0658276863504356,0.00197168838775354,0.383872166480862,0.0269415399590913,68,2
1049,0.0784123910939013,0.00356395762740797,0.393523809523809,0.0375025728163463,81,2
1795,0.085188770571152,0.000174903809009322,0.368270944741533,0.0457999509102052,88,2
1524,0.0387221684414327,3.77487010982899e-05,0.342506631299735,0.0216124983005353,40,1
1435,0.05324298160697,0.0105301494823111,0.424578709412248,0.0138711433683827,55,2
1290,0.0832526621490804,0.000391388114348119,0.380759307040177,0.0413734956474769,86,2
1128,0.0939012584704744,0.00935741323982831,0.427566225165563,0.0497955168635874,97,2
1544,0.0135527589545015,0.00075040492119409,0.315612587839902,0.00201643972634614,14,1
1659,0.0784123910939013,0.000192134456146823,0.384443617417194,0.0414204220393904,81,2
526,0.0735721200387222,0.0148113072821552,0.425277892136682,0.0173698203065249,76,2
1116,0.0271055179090029,2.8010246060153e-05,0.341261975553353,0.0134255978704683,28,1
1519,0.0309777347531462,0.0016103329455194,0.363604364660331,0.00865386445026712,32,1
1182,0.0629235237173282,0.0019218003188625,0.383872166480862,0.032866302162527,65,2
1164,0.0251694094869313,2.24666319978112e-05,0.369853204439671,0.0136754773063062,26,1
1843,0.0377541142303969,0.00039873316660164,0.367093105899076,0.0189061783645419,39,1
1723,0.0464666021297193,3.14993878157768e-05,0.343646041250832,0.0270721552224786,48,1
1028,0.063891577928364,0.000168530862489728,0.373463485177151,0.0363872169518041,66,2
1287,0.0629235237173282,3.7429875000461e-05,0.362201963534362,0.0395536231416114,65,2
1734,0.0464666021297193,0.000203328584581948,0.368402282453638,0.0262063078570508,48,1
1439,0.0193610842207164,6.23288917504813e-07,0.332903641637125,0.0138564938880707,20,1
1365,0.0396902226524685,2.75526390294808e-05,0.354252400548697,0.0225238454691274,41,1
1594,0.0145208131655373,0.000784072572501433,0.323216520650814,0.00338557126882974,15,1
1223,0.0203291384317522,0.00138004389651194,0.378111273792094,0.00109090488403238,21,1
1369,0.0503388189738625,0.00576383980245608,0.363988724453841,0.0149771202632905,52,1
1092,0.0474346563407551,0.000271188101228453,0.345138656866021,0.0242401564098439,49,1
1561,0.0232333010648596,0.0027262391313403,0.359804946011843,0.00293598267494928,24,1
1091,0.0183930300096805,0.0132415402111134,0.369985673352436,0.00923316125952033,19,1
1832,0.0435624394966118,0.000126187669011106,0.359679665738162,0.0206070946236273,45,1
982,0.0648596321393998,0.00126107683884745,0.346295675494469,0.0337411394266513,67,1
959,0.0435624394966118,0.000113111560822037,0.335716607084823,0.018560404542195,45,1
1618,0.0222652468538238,0.000290281642306512,0.339802631578947,0.00719137317480948,23,1
1327,0.0464666021297193,0.00462077184453238,0.377420533430764,0.0124060860253114,48,1
1411,0.00871248789932236,6.95676187207441e-05,0.328562340966921,0.00275663953909695,9,1
1283,0.0300096805421104,0.00544479898288898,0.349813748730105,0.00372151791312338,31,1
1200,0.00290416263310745,0.000281250632240665,0.284573002754821,5.17039234189576e-06,3,1
1202,0.00774443368828654,0.00655405357629931,0.306619174829326,3.17101742599098e-05,8,1
1574,0.063891577928364,0.0047467284041871,0.382167961524232,0.000564814518758183,66,1
1268,0.00968054211035818,0.00159257375332649,0.32783243414789,4.05461553707165e-05,10,1
1064,0.0251694094869313,0.00413472659792233,0.342733908427339,0.000139461494472092,26,1
1326,0.000968054211035818,0,0.234719381958646,2.57356057918036e-07,1,1
1858,0.0271055179090029,0.00497633156216853,0.341036645757676,0.00337647823874158,28,1
1077,0.0135527589545015,0.00184698594085762,0.310303394412737,0.000344742423874948,14,1
1253,0.00193610842207164,0,0.234772727272727,2.59461819631312e-07,2,1
1071,0.00193610842207164,0,0.234772727272727,2.59461819631018e-07,2,1
1836,0.0232333010648596,4.53855220458297e-05,0.334412431207511,0.00900498552342971,24,1
1860,0.0154888673765731,0.00379623461530982,0.331408405518126,0.00286119592303848,16,1
1458,0.0309777347531462,0.000240391460066783,0.333764135702746,0.0097684463979606,32,1
922,0.0280735721200387,0.000318752116109208,0.340699208443272,0.00897501759999641,29,1
1852,0.0203291384317522,0.000369698579928574,0.323418910457107,0.00244801115601255,21,1
1874,0.0116166505324298,4.04627020596841e-06,0.318041871921182,0.00591467564160249,12,1
1769,0.0232333010648596,5.22647065594829e-05,0.335825747724317,0.00864747057585332,24,1
1718,0.0445304937076476,0.00320328291235544,0.369324276010011,0.0123036084686784,46,1
